"id","substancia","resumoApresentacao","minino","maximo","mediano","marcas","valoresMin","valoresMax","valoresMed"
"1974","FATOR DE VON WILLEBRAND","500UI|injetavel|po",1522.53,2198.71,1930,"ALPHANATE","1522.53","2198.71","1930"
"1975","FATOR IX DE COAGULAÇÃO","250UI|injetavel|po",477.24,596.55,556,"FATOR IX GRIFOLS","477.24","596.55","556"
"1976","FATOR IX DE COAGULAÇÃO","500UI|injetavel|po",954.48,1526.46,1268.5,"FATOR IX GRIFOLS|OCTAPLEX","954.48|1221.17","1193.1|1526.46","1113|1424"
"1977","FATOR IX DE COAGULAÇÃO","500UI|injetavel|solucao",1221.18,1526.48,1424,"BERIPLEX P/N","1221.18","1526.48","1424"
"1978","FATOR IX DE COAGULAÇÃO","600UI|injetavel|po",1544.4,1930.5,1801,"PROTHROMPLEX","1544.4","1930.5","1801"
"1979","FATOR VIII DE COAGULAÇÃO","1000UI|injetavel|po",1944.97,2713.98,2399.5,"FANHDI|HEMO-8R","1944.97|2171.18","2431.21|2713.98","2268|2531"
"1980","FATOR VIII DE COAGULAÇÃO","250UI|injetavel|po",486.23,694.16,607,"FANHDI|HEMO-8R","486.23|555.33","607.79|694.16","567|647"
"1981","FATOR VIII DE COAGULAÇÃO","500UI|1200UI|injetavel|po",1223.18,1766.41,1551,"HAEMATE P","1223.18","1766.41","1551"
"1982","FATOR VIII DE COAGULAÇÃO","500UI|injetavel|po",972.47,1336.71,1190.5,"FANHDI|HEMO-8R","972.47|1069.37","1215.59|1336.71","1134|1247"
"1983","FATOR XIII DE COAGULAÇÃO","250UI|injetavel|solucao",355.43,444.29,414,"FIBROGAMMIN P","355.43","444.29","414"
"1984","FELODIPINO;CANDESARTANA CILEXETILA","16MG|2.5MG|oral|comprimido",78.32,97.9,91,"ATACAND COMB","78.32","97.9","91"
"1985","FELODIPINO;CANDESARTANA CILEXETILA","16MG|5MG|oral|comprimido",92.44,115.55,108,"ATACAND COMB","92.44","115.55","108"
"1986","FELODIPINO;SUCCINATO DE METOPROLOL","5MG|50MG|oral|comprimido",44.92,56.15,52,"SELOZOK FIX","44.92","56.15","52"
"1987","FENDIZOATO DE CLOPERASTINA","2MG/ML|oral|solucao",23.02,33.24,29,"TILUGEN","23.02","33.24","29"
"1988","FENDIZOATO DE CLOPERASTINA","3.54MG/ML|oral|solucao",17.26,28.16,23.5,"SEKI|CLOPE","19.5|17.26","28.16|24.92","25|22"
"1989","FENDIZOATO DE CLOPERASTINA","35.4MG/ML|oral|solucao",23.48,33.91,30,"SEKI","23.48","33.91","30"
"1990","FENILALANINA;CLORIDRATO DE HISTIDINA;HIDRÓXIDO DE SÓDIO;ACETATO DE POTÁSSIO;TREONINA;ISOLEUCINA;ION CITRATO;ÁCIDO ASPÁRTICO;CLORETO DE SÓDIO;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;GLICEROL;SERINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;GLICOSE;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;LEVOMETIONINA;ALANINA;ACETATO DE MAGNÉSIO;ARGININA","ERRO|injetavel|comprimido",3176.54,3970.68,3704,"NUTRIFLEX LIPID","3176.54","3970.68","3704"
"1991","FENILALANINA;GLICOSE ANIDRA;CLORIDRATO DE HISTIDINA MONOIDRATADO;HIDRÓXIDO DE SÓDIO;ACETATO DE POTÁSSIO;TREONINA;ISOLEUCINA;ÁCIDO ASPÁRTICO;ÓLEO DE SOJA;TRIGLICERÍDEOS DE CADEIA MÉDIA;CLORETO DE SÓDIO;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;ACETATO DE SÓDIO TRIHIDRATADO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO;ACETATO DE MAGNÉSIO TETRAIDRATADO;LEUCINA;METIONINA;FOSFATO DE SÓDIO MONOBÁSICO DIIDRATADO;GLICINA;ALANINA;ARGININA;ACETATO DE ZINCO DI-HIDRATADO","ERRO|injetavel|comprimido",2138.73,2673.41,2494,"NUTRIFLEX LIPID","2138.73","2673.41","2494"
"1992","FENILALANINA;HISTIDINA;TREONINA;TIROSINA;GLICEROFOSFATO DE SÓDIO;ISOLEUCINA;ÁCIDO ASPÁRTICO;ÓLEO DE SOJA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;CLORETO DE MAGNÉSIO HEXAIDRATADO;ÁCIDO GLUTÂMICO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO;ACETATO DE SÓDIO TRIIDRATADO;LEUCINA;GLICINA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;CLORETO DE POTÁSSIO;ARGININA","11.1G|35G|20G|injetavel|comprimido",419.92,1049.81,734.5,"OLIMEL|OLIMEL","419.92|839.85","524.9|1049.81","490|979"
"1993","FENILALANINA;HISTIDINA;TREONINA;TIROSINA;GLICEROFOSFATO DE SÓDIO;ISOLEUCINA;ÁCIDO ASPÁRTICO;ÓLEO DE SOJA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;CLORETO DE MAGNÉSIO HEXAIDRATADO;ÁCIDO GLUTÂMICO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO;ACETATO DE SÓDIO TRIIDRATADO;LEUCINA;GLICINA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;CLORETO DE POTÁSSIO;ARGININA","14.2G|27.5G|20G|injetavel|comprimido",539.37,1349.63,944,"OLIMEL|OLIMEL","539.37|1079.7","674.21|1349.63","629|1259"
"1994","FENILALANINA;HISTIDINA;TREONINA;TIROSINA;GLICEROFOSFATO DE SÓDIO;ISOLEUCINA;ÁCIDO ASPÁRTICO;ÓLEO DE SOJA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;CLORETO DE MAGNÉSIO HEXAIDRATADO;ÁCIDO GLUTÂMICO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO;ACETATO DE SÓDIO TRIIDRATADO;LEUCINA;GLICINA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;CLORETO DE POTÁSSIO;ARGININA","6.3G|18.75G|15G|injetavel|comprimido",239.81,299.76,280,"OLIMEL","239.81","299.76","280"
"1995","FENILALANINA;HISTIDINA;TREONINA;TIROSINA;GLICEROFOSFATO DE SÓDIO;ISOLEUCINA;ÁCIDO ASPÁRTICO;ÓLEO DE SOJA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;CLORETO DE MAGNÉSIO HEXAIDRATADO;ÁCIDO GLUTÂMICO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO;ACETATO DE SÓDIO TRIIDRATADO;LEUCINA;GLICINA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;CLORETO DE POTÁSSIO;ARGININA","8.2G|28.75G|20G|injetavel|comprimido",623.74,779.68,727,"OLIMEL","623.74","779.68","727"
"1996","FENILALANINA;L-METIONINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;ACETILTIROSINA;LEUCINA;GLICINA;ISOLEUCINA;ACETILCISTEÍNA;TAURINA;ÁCIDO MÁLICO;ALANINA;ACETATO DE LISINA;ARGININA","100MG/ML|oral|solucao",231.08,288.85,269,"AMINOVEN 10% INFANT","231.08","288.85","269"
"1997","FENILALANINA;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;CLORIDRATO DE HISTIDINA;SERINA;HIDRÓXIDO DE SÓDIO;TREONINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;GLICOSE;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;ACETATO DE MAGNÉSIO;HIDRÓXIDO DE POTÁSSIO;ARGININA","ERRO|oral|solucao",1075.55,1553.23,1363,"NUTRIFLEX PLUS","1075.55","1553.23","1363"
"1998","FENILALANINA;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;GLICEROL;SERINA;ACETATO DE POTÁSSIO;TREONINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;GLICOSE;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;ACETATO DE MAGNÉSIO;ARGININA;CLORETO DE SÓDIO","ERRO|injetavel|comprimido",2606.06,3257.58,3038,"NUTRIFLEX LIPID","2606.06","3257.58","3038"
"1999","FENILALANINA;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;GLICEROL;SERINA;ACETATO DE POTÁSSIO;TREONINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;GLICOSE;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;ARGININA;CLORETO DE SÓDIO","ERRO|injetavel|comprimido",3029.08,3786.35,3532,"NUTRIFLEX LIPID","3029.08","3786.35","3532"
"2000","FENILALANINA;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;GLICEROL;SERINA;ACETATO DE POTÁSSIO;TREONINA;ÁCIDO GLUTÂMICO;GLICOSE;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;ARGININA;CLORETO DE SÓDIO","ERRO|injetavel|comprimido",3208.12,4010.15,3740,"NUTRIFLEX LIPID","3208.12","4010.15","3740"
"2001","FENILALANINA;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;GLICEROL;SERINA;HIDRÓXIDO DE SÓDIO;ACETATO DE POTÁSSIO;TREONINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;GLICOSE;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;ACETATO DE MAGNÉSIO;ARGININA;CLORETO DE SÓDIO","ERRO|injetavel|comprimido",2089.72,2612.15,2436,"NUTRIFLEX LIPID","2089.72","2612.15","2436"
"2002","FENILALANINA;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;SERINA;HIDRÓXIDO DE SÓDIO;TREONINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;GLICOSE;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ION CITRATO;ÁCIDO ASPÁRTICO;HIDRÓXIDO DE POTÁSSIO;ARGININA","ERRO|oral|solucao",2063.9,2980.52,2616,"NUTRIFLEX PLUS","2063.9","2980.52","2616"
"2003","FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;ORNITINA;SERINA;HISTIDINA;TREONINA;ÁCIDO GLUTÂMICO;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;CISTEÍNA;ARGININA;LISINA","ERRO|injetavel|solucao",133.74,167.18,156,"PRIMENE","133.74","167.18","156"
"2004","FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;LEUCINA;GLICINA;ISOLEUCINA;ACETILCISTEÍNA;LEVOMETIONINA;ALANINA;ARGININA;LISINA","ERRO|injetavel|solucao",89.63,112.04,105,"AMINOSTERIL N-HEPA 8%","89.63","112.04","105"
"2005","FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;ACETILCISTEÍNA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;ARGININA","ERRO|injetavel|solucao",132.94,191.98,169,"NEPHROTECT","132.94","191.98","169"
"2006","FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;LEVOMETIONINA;ÁCIDO MÁLICO;ALANINA;ACETATO DE LISINA;CISTEÍNA;ARGININA","100MG/ML|oral|solucao",23.08,72.21,47,"AMINOVEN 10% INFANT|AMINOVEN 10% INFANT","23.08|57.77","28.85|72.21","27|67"
"2007","FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;ARGININA","100MG/ML|oral|solucao",115.56,299.2,207,"AMINOVEN|AMINOVEN","115.56|239.36","144.45|299.2","135|279"
"2008","FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;ARGININA","150MG/ML|oral|solucao",359.1,448.88,419,"AMINOVEN","359.1","448.88","419"
"2009","FENILBUTAZONA CÁLCICA","200MG|oral|comprimido",7.42,114.91,58,"BUTACID|BUTACID","7.42|91.93","9.28|114.91","9|107"
"2010","FENITOÍNA","100MG|oral|comprimido",5.94,122.78,44.5,"FENITAL ORAL|FENITOÍNA|FENITOÍNA|FURP - FENITOINA|FENITOÍNA|HIDANTAL","57.7|5.94|18.81|92.77|98.22|7.58","72.13|7.43|23.51|115.96|122.78|9.48","67|7|22|108|115|9"
"2011","FENITOÍNA SÓDICA","50MG/ML|injetavel|solucao",32.81,306,208.5,"FENITAL|FENITOÍNA SÓDICA|FENITOÍNA SÓDICA|HIDANTAL","32.81|168.18|244.8|189.12","41.01|210.23|306|236.4","38|196|285|221"
"2012","FENOBARBITAL","100MG/ML|injetavel|solucao",41.36,51.7,48,"FENOCRIS","41.36","51.7","48"
"2013","FENOBARBITAL","100MG|oral|comprimido",4.06,92.85,15.5,"FENOCRIS|FENOBARBITAL|FENOBARBITAL|FENOBARBITAL|FENOBARBITAL (PORTARIA 344/98 LISTA B1)|FENOBARBITAL (PORTARIA 344/98 LISTA B1)|FURP-FENOBARBITAL|GARDENAL","43.45|4.06|20.4|6.1|6.08|40.76|74.28|6.31","54.31|5.08|25.5|7.63|7.6|50.95|92.85|7.89","51|5|24|7|7|48|87|7"
"2014","FENOBARBITAL","40MG/ML|oral|solucao",4.16,57.56,8,"FENOCRIS|FENOBARBITAL (PORT. 344/98 LISTA B1)|GARDENAL","46.05|4.16|6.49","57.56|5.2|8.11","54|5|8"
"2015","FENOBARBITAL","50MG|oral|comprimido",5.22,6.53,6,"GARDENAL","5.22","6.53","6"
"2016","FENOBARBITAL SÓDICO","200MG/ML|injetavel|solucao",143.63,179.54,167,"CARBITAL","143.63","179.54","167"
"2017","FENOFIBRATO","160MG|oral|comprimido",74.74,186.86,130.5,"LIPIDIL|LIPIDIL","74.74|149.49","93.43|186.86","87|174"
"2018","FENOFIBRATO","200MG|oral|comprimido",58.02,93.42,61,"FENOFIBRATO|HIPOFITHY|LIPIDIL|FENOFIBRATO MICRONIZADO|REDUCOFEN|FENOFIBRATO MICRONIZADO|FENOFIBRATO MICRONIZADO|FENOBRATY","60.72|60.72|93.42|60.72|68.7|60.73|60.72|58.02","60.72|60.72|93.42|60.72|85.88|75.91|60.72|58.02","61|61|93|61|80|71|61|58"
"2019","FENOFIBRATOS MICROGRÂNULOS A 75%","250MG|oral|comprimido",67.52,135.06,101.5,"LIPANON|LIPANON","67.52|135.06","67.52|135.06","68|135"
"2020","FENOXIMETILPENICILINA POTÁSSICA","500000UI|oral|comprimido",6.49,148.1,18,"PEN-VE-ORAL|MERACILINA|MERACILINA","15.64|118.48|6.49","19.55|148.1|8.11","18|138|8"
"2021","FENOXIMETILPENICILINA POTÁSSICA","80000UI/ML|oral|solucao",16.63,20.79,19,"PEN-VE-ORAL","16.63","20.79","19"
"2022","FENTANILA","16.8MG|oral|comprimido",883.96,1104.95,1031,"DUROGESIC","883.96","1104.95","1031"
"2023","FENTANILA","2.1MG|oral|comprimido",146.31,182.89,171,"DUROGESIC","146.31","182.89","171"
"2024","FENTANILA","4.2MG|oral|comprimido",273.2,341.5,319,"DUROGESIC","273.2","341.5","319"
"2025","FENTANILA","8.4MG|oral|comprimido",510.17,637.71,595,"DUROGESIC","510.17","637.71","595"
"2026","FEREDEDATO DE SÓDIO;CITRATO DE CÁLCIO;COLECALCIFEROL CRISTALIZADO;FLUORETO DE SÓDIO;CLORIDRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL","ERRO|oral|solucao",18.54,26.78,24,"DORICAL KIDS","18.54","26.78","24"
"2027","FERRIPOLIMALTOSE","100MG/ML|oral|solucao",24.45,58.32,32,"DEXFER|DEXFER|MYRAFER|MYRAFER","24.96|24.96|40.38|24.45","36.05|36.05|58.32|35.3","32|32|51|31"
"2028","FERRIPOLIMALTOSE","100MG|oral|comprimido",18.02,46.83,34,"ULTRAFER|ENDOFER|FERRO","32.43|18.02|27.03","46.83|26.02|39.03","41|23|34"
"2029","FERRIPOLIMALTOSE","10MG/ML|oral|solucao",12.28,17.73,16,"DEXFER|DEXFER","12.28|12.28","17.73|17.73","16|16"
"2030","FERRIPOLIMALTOSE","400MG|oral|comprimido",29.22,42.21,37,"DEXFER|MYRAFER","29.23|29.22","42.21|42.2","37|37"
"2031","FERRIPOLIMALTOSE","50MG/ML|oral|solucao",15.34,30.97,26,"ULTRAFER|NORIPURUM|FERRO","21.45|20.42|15.34","30.97|29.49|22.15","27|26|19"
"2032","FERRIPOLIMALTOSE;ÁCIDO FÓLICO","100MG|0.35MG|oral|comprimido",33.92,48.98,43,"NORIPURUM FÓLICO","33.92","48.98","43"
"2033","FERRIPOLIMALTOSE;ÁCIDO FÓLICO","100MG|oral|comprimido",32.48,46.91,41,"NORIPURUM","32.48","46.91","41"
"2034","FERRIPOLIMALTOSE;ÁCIDO FÓLICO","10MG/ML|oral|solucao",15.51,22.4,20,"NORIPURUM","15.51","22.4","20"
"2035","FERRO AMINOACIDO QUELATO","150MG|oral|comprimido",15.36,22.18,19,"NEUTROFER","15.36","22.18","19"
"2036","FERRO AMINOACIDO QUELATO","250MG/ML|oral|solucao",28.04,40.5,36,"NEUTROFER","28.04","40.5","36"
"2037","FERRO AMINOACIDO QUELATO","300MG|oral|comprimido",26.91,38.86,34,"NEUTROFER","26.91","38.86","34"
"2038","FERRO AMINOACIDO QUELATO","500MG|oral|comprimido",40.05,57.84,51,"NEUTROFER","40.05","57.84","51"
"2039","FERRO AMINOACIDO QUELATO","50MG/ML|oral|solucao",34.63,50.02,44,"NEUTROFER","34.63","50.02","44"
"2040","FIBRINOGÊNIO","1G|oral|po",1585.34,1981.68,1848,"HAEMOCOMPLETTAN P","1585.34","1981.68","1848"
"2041","FILGRASTIM","300MCG/ML|injetavel|solucao",433.54,433.54,434,"FILGRASTINE","433.54","433.54","434"
"2042","FILGRASTIM","300MCG|injetavel|solucao",447.46,2310.87,1416.5,"FILGRASTIM|TEVAGRASTIM","2310.87|447.46","2310.87|559.33","2311|522"
"2043","FILGRASTIM","30MUI|injetavel|solucao",452.53,452.53,453,"ZARZIO","452.53","452.53","453"
"2044","FILGRASTIM","600MCG/ML|injetavel|solucao",452.53,452.53,453,"FILGRASTINE","452.53","452.53","453"
"2045","FILGRASTIM","ERRO|injetavel|solucao",452.54,1805.52,453,"FIPRIMA|GRANULOKINE|GRANULOKINE","452.54|1805.52|452.54","452.54|1805.52|452.54","453|1806|453"
"2046","FINASTERIDA","1MG|oral|comprimido",19.92,201.16,51,"FINALOP|FINASTERIDA|FINASTERIDA|FINASTERIDA|FINASTERIDA|EXCALV|FINASTERIDA|FINASTERIDA|FENDICAL|FINASTERIDA|FINASTERIDA|FINASTERIDA|FINASTERIDA|FINASTERIDA|FINASTERIDA|FINASTERIDA|FINASTERIDA|FINASTERIDA","38.76|35.81|38.42|73.03|41.23|39.56|24.86|69.65|19.92|41.14|40.74|69.64|139.29|69.63|34.6|38|38.28|73.41","55.97|51.72|55.48|105.46|59.54|57.13|35.9|100.59|28.77|59.42|58.83|100.57|201.16|100.56|49.96|54.88|55.28|106.01","49|45|49|93|52|50|32|88|25|52|52|88|177|88|44|48|49|93"
"2047","FINASTERIDA","5MG|oral|comprimido",46.38,258.28,96,"FINASTERIDA|FLAXIN|FINASTERIDA|FINASTERIDA|FINASTERIDA|FINARID|FINASTERIDA|FINASTERIDA|FINASTERIDA|FINASTERIDA|FINASTIL|FINASTERIDA|FINASTERIDA|FINASTERIDA|FINASTERIDA","65.58|46.38|76.37|85.86|87.96|87.24|65.9|89.73|103.31|206.62|63.25|60.31|61.29|82.7|86.2","81.98|57.98|95.46|107.33|109.95|109.05|82.38|112.16|129.14|258.28|79.06|75.39|76.61|103.38|107.75","76|54|89|100|103|102|77|105|120|241|74|70|71|96|101"
"2048","FITOMENADIONA","10MG/ ML|injetavel|solucao",108.4,163.59,139.5,"HYVIT K|ESKAVIT","130.87|108.4","163.59|135.5","153|126"
"2049","FITOMENADIONA","10MG/ML|injetavel|solucao",11.97,31.98,22,"KANAKION MM|KAVIT","11.97|25.58","14.96|31.98","14|30"
"2050","FLUCONAZOL","100MG|oral|comprimido",272.25,340.31,317,"ZOLTEC","272.25","340.31","317"
"2051","FLUCONAZOL","150MG|oral|comprimido",5.93,955.84,23,"FLUCONAZOL|FLUCONAZOL|FLUCONAZOL|FLUCONAZOL|FLUCONAZOL|FLUCONAZOL|FLUCONID|FLUCONID|FLUCONID|FLUCONAZOL|FLUCONAZOL|PRONAZOL|PRONAZOL|FLUCONAZOL|FLUCONAZOL|FLUCONAZOL|FLUCONAZOL|FLUCOLCID|FLUCOLCID|FLUCOL|FLUCOL|FLUCONAZOL|FLUCONAZOL|FLUCOVIL|FLUCOVIL|FLUCONAZOL|FLUCONAZOL|FLUCONAZOL|TRIAZOL|TRIAZOL|TRIAZOL|ZOLTEC|ZOLTEC|FLUCONAZOL|FLUCONAZOL|FLUCONAZOL|FLUCONAZOL|FLUCOMED|FLUCOMED|FLUCANIL|FLUCANIL|FLUCONAZOL|FLUCONAZOL|ZELIX|ZELIX|FLUCONAZOL|FLUCONAZOL","11.33|7.2|27|53.15|9.74|19.47|6.73|764.67|9.53|6.25|9.06|30.14|58.73|30.26|60.53|11.9|7.46|16.99|10.66|5.93|10.76|25.43|49.98|11.32|7.2|11.32|7.2|504.45|30.04|51.88|103.75|51.22|102.51|28.4|56.79|6.79|10.89|6.79|10.89|15.24|25.41|33.31|66.6|29.84|57.95|17.29|22.31","14.16|7.2|33.75|66.44|12.18|24.34|8.41|955.84|11.91|7.81|11.33|37.68|73.41|37.83|75.66|14.88|9.33|21.24|13.33|7.41|13.45|31.79|62.48|14.15|9|14.15|9|630.56|37.55|64.85|129.69|64.03|128.14|35.5|70.99|8.49|13.61|8.49|13.61|19.05|31.76|41.64|83.25|37.3|72.44|21.61|27.89","13|7|31|62|11|23|8|892|11|7|11|35|68|35|71|14|9|20|12|7|13|30|58|13|8|13|8|588|35|60|121|60|120|33|66|8|13|8|13|18|30|39|78|35|68|20|26"
"2052","FLUCONAZOL","2MG/ML|injetavel|solucao",167.42,12556.68,1871,"FLUCONAZOL|FLUCONAZOL|ZOLTEC","10045.34|167.42|1604.99","12556.68|209.28|2006.24","11712|195|1871"
"2053","FLUMAZENIL","0.1MG/ML|injetavel|solucao",580.61,2155.91,783,"FLUMAZIL|LENAZEN|FLUMAZENIL (PORTARIA 344 - LISTA C1)|FLUMAZENIL|LANEXAT","1724.73|671.65|580.61|580.61|893.23","2155.91|839.56|725.76|725.76|1116.54","2011|783|677|677|1041"
"2054","FLUNARIZINA;MESILATO DE DIIDROERGOCRISTINA","10MG|3MG|oral|comprimido",46.21,57.76,54,"VERTIZINE D","46.21","57.76","54"
"2055","FLUNITRAZEPAM","1MG|oral|comprimido",9.13,19.55,12,"ROHYPNOL|ROHYPNOL|ROHYDORM","10.44|15.64|9.13","13.05|19.55|11.41","12|18|11"
"2056","FLUNITRAZEPAM","2MG|oral|comprimido",16.52,20.65,19,"ROHYDORM","16.52","20.65","19"
"2057","FLUOCINOLONA ACETONIDA","40MG/G|0.5MG/G|0.1MG/G|15G|topico|pomada-creme-gel",67.48,97.45,86,"HIDROQUINONA + TRETINOINA + FLUOCINOLONA ACETONIDA","67.48","97.45","86"
"2058","FLUOCINOLONA ACETONIDA","40MG/G|0.5MG/G|0.1MG/G|30G|topico|pomada-creme-gel",131.61,190.06,167,"HIDROQUINONA + TRETINOINA + FLUOCINOLONA ACETONIDA","131.61","190.06","167"
"2059","FLUORURACILA","50MG/G|15G|topico|pomada-creme-gel",11.23,15.45,13.5,"EFURIX|EFURIX","11.23|12.36","14.04|15.45","13|14"
"2060","FLUORURACILA","50MG/ML|injetavel|solucao",5.41,855.51,150.5,"FAULDFLUOR|FAULDFLUOR|FLUSAN|FLUSAN|FLUORURACILA|FLUORURACILA","130.55|127.97|684.41|547.52|5.41|10.9","163.19|159.96|855.51|684.4|6.76|13.63","152|149|798|638|6|13"
"2061","FLUOXETINA","20MG/ML|oral|solucao",44.44,55.55,52,"VEROTINA","44.44","55.55","52"
"2062","FLUOXETINA","20MG|oral|comprimido",66.72,83.4,78,"VEROTINA","66.72","83.4","78"
"2063","FLURANDRENOLIDA","0.125MG/G|30G|topico|po",20.48,29.58,26,"DRENISON","20.48","29.58","26"
"2064","FLURANDRENOLIDA","0.125MG/G|30G|topico|pomada-creme-gel",20.32,29.35,26,"DRENISON","20.32","29.35","26"
"2065","FLURANDRENOLIDA","0.5MG/ML|oral|comprimido",23.48,33.91,30,"DRENISON","23.48","33.91","30"
"2066","FLURANDRENOLIDA","4MCG|oral|comprimido",61.27,88.48,78,"DRENISON","61.27","88.48","78"
"2067","FLURANDRENOLIDA;SULFATO DE NEOMICINA","0.125MG|3.5MG/G|30G|topico|po",19.48,28.13,25,"DRENISON N","19.48","28.13","25"
"2068","FLURANDRENOLIDA;SULFATO DE NEOMICINA","0.125MG|3.5MG/G|30G|topico|pomada-creme-gel",19.36,27.95,25,"DRENISON N","19.36","27.95","25"
"2069","FLURBIPROFENO","40MG|0.3MG|oral|comprimido",38.87,56.13,49,"TARGUS","38.87","56.13","49"
"2070","FLURBIPROFENO","8.75MG|oral|comprimido",2.99,15.56,8,"STREPSILS|STREPSILS|STREPSILS|STREPSILS|STREPSILS","2.99|5.93|10.78|5.93|10.78","4.32|8.56|15.56|8.56|15.56","4|8|14|8|14"
"2071","FLUTAMIDA","250MG|oral|comprimido",98.45,98.45,98,"FLUTAMIDA","98.45","98.45","98"
"2072","FOLINATO DE CÁLCIO","10MG/ML|injetavel|solucao",105.08,2801.54,657,"FAULDLEUCO|FAULDLEUCO|FOLINATO DE CÁLCIO","105.08|563.1|2241.23","131.35|703.88|2801.54","123|657|2613"
"2073","FOLINATO DE CÁLCIO","15MG|oral|comprimido",1075.16,1343.95,1254,"FOLINAC","1075.16","1343.95","1254"
"2074","FOLINATO DE CÁLCIO","50MG|injetavel|solucao",3187.19,3983.99,3716,"FOLINATO DE CALCIO","3187.19","3983.99","3716"
"2075","FONDAPARINUX SÓDICO","2.5MG|injetavel|solucao",33.75,42.19,39,"ARIXTRA","33.75","42.19","39"
"2076","FONDAPARINUX SÓDICO","7.5MG|injetavel|solucao",82.46,103.08,96,"ARIXTRA","82.46","103.08","96"
"2077","FOSAPREPITANTO DIMEGLUMINA","150MG|injetavel|solucao",155.1,193.9,181,"FOSAPREPITANTO DIMEGLUMINA|FOSAPREPITANTO DIMEGLUMINA","155.1|155.12","193.88|193.9","181|181"
