"","substancia","resumoApresentacao","minino","maximo","mediano","marcas","valoresMin","valoresMax","valoresMed"
"2296","HIDROCLOROTIAZIDA;LOSARTANA POTÁSSICA","100MG|25MG|oral|comprimido",27.81,305.29,71,"HYZAAR|HYZAAR|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|ZART H|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|CORUS H|CORUS H|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|ARADOIS H|ARADOIS H|ARADOIS H|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA","30.59|61.19|52.92|45.91|72.85|27.81|81.41|64.17|81.42|162.8|244.23|39.79|52.27|52.9|105.79|52.9|105.79","38.24|76.49|66.15|57.39|91.06|34.76|101.76|80.21|101.78|203.5|305.29|49.74|65.34|66.13|132.24|66.13|132.24","36|71|62|54|85|32|95|75|95|190|285|46|61|62|123|62|123"
"2297","HIDROCLOROTIAZIDA;LOSARTANA POTÁSSICA","50MG|12.5MG|oral|comprimido",18.55,125.36,37,"HYZAAR|HYZAAR|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|ZART H|LOSARTANA POTASSICA+HIDROCLOROTIAZIDA|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|CORUS H|CORUS H|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|ARADOIS H|ARADOIS H|ARADOIS H|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA|VALTRIAN HCT|VALTRIAN HCT","18.55|37.1|32.09|25.82|21.3|46.11|24.12|22.33|49.37|64.17|49.35|74.02|100.29|24.12|31.71|32.07|64.16|32.07|64.16|26|26","23.19|46.38|40.11|32.28|26.63|57.64|30.15|27.91|61.71|80.21|61.69|92.53|125.36|30.15|39.64|40.09|80.2|40.09|80.2|32.5|32.5","22|43|37|30|25|54|28|26|58|75|58|86|117|28|37|37|75|37|75|30|30"
"2298","HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL","10MG|25MG|oral|comprimido",18.69,55.07,36,"VASOPRIL PLUS|VASOPRIL PLUS|MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA","30.82|55.07|18.69","38.53|55.07|23.36","36|55|22"
"2299","HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL","20MG|12.5MG|oral|comprimido",18.85,104.73,38.5,"MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA|CO-PRESSOTEC|MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA|VASOPRIL PLUS|VASOPRIL PLUS|MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA|MALENA HCT|MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA","47.72|38.01|28.45|49|83.78|28.45|18.85|28.44","59.65|47.51|35.56|61.25|104.73|35.56|23.56|35.55","56|44|33|57|98|33|22|33"
"2300","HIDROCLOROTIAZIDA;OLMESARTANA MEDOXOMILA","20MG|12.5MG|oral|comprimido",13.98,112.33,43,"HOLMES H|OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA|ASEA HCT|ASEA HCT|BENICAR HCT|OLMETEC HCT|OLMESARTANA MEDOXOMILA+HIDROCLOROTIAZIDA","36.49|29.64|13.98|45.59|45.59|89.86|29.63","45.61|37.05|17.48|56.99|56.99|112.33|37.04","43|35|16|53|53|105|35"
"2301","HIDROCLOROTIAZIDA;OLMESARTANA MEDOXOMILA","40MG|12.5MG|oral|comprimido",15.91,127.96,54.5,"HOLMES H|OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA|ASEA HCT|ASEA HCT|BENICAR HCT|OLMETEC HCT","41.55|33.76|15.91|72.06|51.93|102.37","51.94|42.2|19.89|90.08|64.91|127.96","48|39|19|84|61|119"
"2302","HIDROCLOROTIAZIDA;OLMESARTANA MEDOXOMILA","40MG|25MG|oral|comprimido",15.91,127.96,48,"HOLMES H|OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA|ASEA HCT|ASEA HCT|BENICAR HCT|OLMETEC HCT|OLMESARTANA MEDOXOMILA+HIDROCLOROTIAZIDA","41.55|33.76|15.91|51.93|51.93|102.37|33.77","51.94|42.2|19.89|64.91|64.91|127.96|42.21","48|39|19|61|61|119|39"
"2303","HIDROCLOROTIAZIDA;RAMIPRIL","5MG|12.5MG|oral|comprimido",44.64,55.8,52,"NAPRIX D","44.64","55.8","52"
"2304","HIDROCLOROTIAZIDA;RAMIPRIL","5MG|25MG|oral|comprimido",36.6,45.75,43,"NAPRIX D","36.6","45.75","43"
"2305","HIDROCLOROTIAZIDA;SUCCINATO DE METOPROLOL","95MG|12.5MG|oral|comprimido",61.26,76.58,71,"SELOPRESS","61.26","76.58","71"
"2306","HIDROCLOROTIAZIDA;TELMISARTANA","40MG|12.5MG|oral|comprimido",107.57,134.46,125,"MICARDIS HCT|BRAMICAR HCT","107.57|107.57","134.46|134.46","125|125"
"2307","HIDROCLOROTIAZIDA;TELMISARTANA","80MG|12.5MG|oral|comprimido",63.34,287.11,140,"MICARDIS HCT|MICARDIS HCT|BRAMICAR HCT|BRAMICAR HCT","63.34|120.09|120.09|229.69","79.18|150.11|150.11|287.11","74|140|140|268"
"2308","HIDROCLOROTIAZIDA;TELMISARTANA","80MG|25MG|oral|comprimido",120.09,150.11,140,"MICARDIS HCT|BRAMICAR HCT","120.09|120.09","150.11|150.11","140|140"
"2309","HIDROCORTISONA","10MG/G|20G|topico|pomada-creme-gel",12.89,18.62,16,"CORTISONAL","12.89","18.62","16"
"2310","HIDROCORTISONA","10MG/G|30G|oral|pomada-creme-gel",14.67,21.18,19,"HIDROCORTISONA","14.67","21.18","19"
"2311","HIDROGENOTARTARATO DE RIVASTIGMINA","1.5MG|oral|comprimido",156.19,156.19,156,"EXELON","156.19","156.19","156"
"2312","HIDROGENOTARTARATO DE RIVASTIGMINA","2MG/ML|oral|solucao",293.49,451.58,372.5,"EXELON|HEMITARTARATO DE RIVASTIGMINA","451.58|293.49","451.58|293.49","452|293"
"2313","HIDROGENOTARTARATO DE RIVASTIGMINA","3MG|oral|comprimido",179.31,179.31,179,"EXELON","179.31","179.31","179"
"2314","HIDROGENOTARTARATO DE RIVASTIGMINA","4.5MG|oral|comprimido",203.4,203.4,203,"EXELON","203.4","203.4","203"
"2315","HIDROGENOTARTARATO DE RIVASTIGMINA","6MG|oral|comprimido",207.56,207.56,208,"EXELON","207.56","207.56","208"
"2316","HIDROQUINONA","40MG/G|30G|oral|pomada-creme-gel",24.83,58.46,33,"HIDROQUINONA|HIDROPEEK|HIDROPEEK|CLAQUINONA|CLAQUINONA|HIDROQUINONA|HIDROQUINONA|HIDROQUINONA|LUMIDERM|LUMIDERM|HIDROQUINONA|HIDROQUINONA|CLEANKINOL|CLEANKINOL","26.31|40.48|33.39|38.21|38.21|26.31|24.83|26.31|26.31|26.07|26.31|26.31|38.21|24.83","38|58.46|48.22|55.19|55.19|38|35.86|38|38|37.65|38|38|55.19|35.86","33|51|42|48|48|33|31|33|33|33|33|33|48|31"
"2317","HIDROQUINONA","40MG/G|30G|topico|pomada-creme-gel",37.45,58.16,49.5,"SOLAQUIN|SOLAQUIN","37.45|41.73","54.08|58.16","47|52"
"2318","HIDROSMINA","200MG|oral|comprimido",19.35,55.84,37,"VÊNULA|VÊNULA","19.35|38.67","27.94|55.84","25|49"
"2319","HIDROXIBENZOATO DE VIMINOL","70MG|oral|comprimido",24.54,103.38,61,"DIVIDOL|DIVIDOL","24.54|71.59","35.43|103.38","31|91"
"2320","HIDROXICARBAMIDA","500MG|oral|comprimido",185.31,185.34,185,"HYDREA|TEPEV","185.31|185.34","185.31|185.34","185|185"
"2321","HIDRÓXIDO DE ALUMÍNIO","230MG|oral|comprimido",15.5,92.53,50.5,"PEPSAMAR|PEPSAMAR","15.5|64.07","22.38|92.53","20|81"
"2322","HIDRÓXIDO DE ALUMÍNIO","37MG/ML|40MG/ML|5MG/ML|oral|solucao",15.62,22.55,20,"MAGNAZIA","15.62","22.55","20"
"2323","HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO","185MG|5G|oral|po",45.68,65.97,58,"KOLLANGEL FF","45.68","65.97","58"
"2324","HIDROXIETILAMIDO","60MG/ML|injetavel|solucao",113.73,142.16,133,"VOLUVEN 6%","113.73","142.16","133"
"2325","HIDROXIETILAMIDO","60MG/ML|oral|solucao",674.83,843.54,787,"PLASMIN","674.83","843.54","787"
"2326","HIDROXIPROPIL GUAR;MACROGOL;PROPILENOGLICOL","4MG/ML|3MG/ML|1.8MG/ML|oftalmico|solucao",12,42.63,26,"MIRUGELL|MIRUGELL","12|29.52","17.33|42.63","15|37"
"2327","HIDROXIQUINOLINA;TROLAMINA","0.4MG/ML|140MG/ML|otologico|solucao",7.89,11.4,10,"CERUMIN","7.89","11.4","10"
"2328","HIDROXIZINA","2MG/ML|oral|solucao",22.02,33.73,29,"PERGO|DROTIZIN","22.02|23.36","31.8|33.73","28|30"
"2329","HIDROXOCOBALAMINA","2000MCG/ML|injetavel|solucao",19.33,27.92,25,"CRONOBÊ","19.33","27.92","25"
"2330","HIPROMELOSE","5MG/ML|oftalmico|solucao",7.14,10.32,9,"FILMCEL","7.14","10.32","9"
"2331","HYPERICUM PERFORATUM","300MG|oral|comprimido",39.97,55.72,50,"HYPERATIV","39.97","55.72","50"
"2332","IBANDRONATO DE SÓDIO","150MG|oral|comprimido",42.63,194.6,115,"IBAN|AFRAT|IBANDRONATO DE SÓDIO|SINTEZYS|SINTEZYS|IBANDRONATO DE SÓDIO","42.63|98.44|98.45|51.89|155.68|109.51","53.29|123.05|123.06|64.86|194.6|136.89","50|115|115|61|182|128"
"2333","IBANDRONATO DE SÓDIO MONOIDRATADO","150MG|oral|comprimido",109.51,466.69,168,"IBANDRONATO DE SÓDIO|IBANUNO|OSTEOBAN|OSTEOBAN|IBANDRONATO DE SODIO|IBANDRONATO DE SODIO|OSTEOTEC|OSTEOTEC|BONVIVA","109.51|115.99|168.93|373.35|109.54|109.8|143.88|287.76|168.48","136.89|144.99|211.16|466.69|136.93|137.25|179.85|359.7|210.6","128|135|197|435|128|128|168|336|196"
"2334","IBRUTINIBE","140MG|oral|comprimido",30627.83,58973.62,45294.5,"IMBRUVICA|IMBRUVICA","40837.12|30627.83","58973.62|44230.2","51765|38824"
"2335","IBUPROFENO","100MG/ML|oral|solucao",5.88,30.83,15,"IBULIV|IBUPRIL|VANTIL|DORALIV|IBUPROFENO|IBUPROFENO|IBUPROFENO|ALUDOR|IBUPROFENO|IBUPROFENO|IBUPROFENO|IBUPROFENO|IBUFLEX|IBUPROFENO|ALIVIUM|IBUPROFENO|TERMOMED IBUP","11.49|8.82|11.49|15.21|10.88|11.49|11.5|14.79|11.42|9.29|9.07|15.62|10.54|11.87|21.35|8.52|5.88","16.59|12.74|16.59|21.97|15.72|16.59|16.61|21.37|16.49|13.42|13.1|22.56|15.21|17.15|30.83|12.3|8.5","15|11|15|19|14|15|15|19|14|12|11|20|13|15|27|11|7"
"2336","IBUPROFENO","100MG|oral|solucao",7.99,11.54,10,"IBUPROMED","7.99","11.54","10"
"2337","IBUPROFENO","200MG|oral|comprimido",17.29,124.98,66,"ADVIL|ADVIL","17.29|86.54","24.98|124.98","22|110"
"2338","IBUPROFENO","20MG/ML|oral|solucao",17.04,776.14,351.5,"IBUPROTRAT|IBUPROTRAT","17.04|537.45","24.61|776.14","22|681"
"2339","IBUPROFENO","300MG|oral|comprimido",7.26,293.21,15,"IBUPRIL|ALGY-FLANDERIL|ALGY-FLANDERIL|IBUPROFENO|BUPROVIL|BUPROVIL|BUPROVIL|IBUVIX|IBUVIX|IBUVIX|IBUFRAN","7.26|9.68|138.19|22.02|13.53|101.01|9.91|8.11|12.17|203.04|11.94","10.48|13.98|199.56|27.53|19.53|145.87|14.31|11.71|17.57|293.21|17.24","9|12|175|26|17|128|13|10|15|257|15"
"2340","IBUPROFENO","30MG/ML|oral|solucao",29.61,42.76,38,"ALIVIUM","29.61","42.76","38"
"2341","IBUPROFENO","400MG|oral|comprimido",9.95,448.95,23,"IBULIV|IBULIV|BUSCOFEM|BUSCOFEM|IBUPRIL|IBUPRIL|ADVIL|ADVIL|ADVIL|ADVIL|ADVIL|ADVIL|ADVIL|IBUVIX|IBUFRAN|IBUPROFENO|IBUFLEX|IBUFLEX|ALIVIUM|ALIVIUM|ALIVIUM|ALIVIUM|ALIVIUM|ALIVIUM|ATROFEM|ATROFEM|MEDMULHER|MEDMULHER","12.12|57.12|13.6|89.7|10.72|41.18|20.12|76.2|152.91|45.72|23.54|12.44|9.95|11.79|11.04|11.46|11.45|57.16|15.42|310.88|10.6|13.05|128.35|23.72|12.29|62.24|10.6|88.24","17.5|82.5|19.64|129.53|15.49|59.47|29.05|110.04|220.82|66.03|34|17.96|14.36|17.03|15.95|16.56|16.53|82.55|22.27|448.95|15.31|18.85|185.35|34.26|17.74|89.88|15.31|127.43","15|72|17|114|14|52|26|97|194|58|30|16|13|15|14|15|15|72|20|394|13|17|163|30|16|79|13|112"
"2342","IBUPROFENO","50MG/ML|oral|solucao",7,1558.11,14,"IBULIV|IBUPRIL|IBUPROFENO|IBUPROFENO|IBUPROFENO|IBUPROFENO|IBUPROFENO|ALUDOR|BUPROVIL|IBUPROTRAT|IBUPROTRAT|IBUPROFENO|IBUPROFENO|IBUPROFENO|ALIVIUM|IBUPROFENO|TERMOMED IBUP","12.37|7.88|8.46|592.03|8.94|9.55|11.31|14.79|11.88|15|1246.49|7.71|12.52|8.85|21.45|8.66|7","17.87|11.39|12.21|854.96|12.91|13.8|16.34|21.37|17.16|21.66|1558.11|11.14|18.08|12.78|30.97|12.51|10.11","16|10|11|750|11|12|14|19|15|19|1453|10|16|11|27|11|9"
"2343","IBUPROFENO","50MG|oral|solucao",7.99,11.54,10,"IBUPROMED","7.99","11.54","10"
"2344","IBUPROFENO","600MG|oral|comprimido",11.42,367.35,26,"CAPSFEN|IBUPRIL|ALGY-FLANDERIL|ALGY-FLANDERIL|BUPROVIL|BUPROVIL|MOTRIN|MOTRIN|IBUPROFENO|IBUPROFENO|IBUPROFENO|IBUPROFENO|IBUVIX|IBUVIX|IBUPROFENO|IBUFRAN|ALIVIUM|ALIVIUM","22.47|19.29|11.42|293.88|25.38|18.61|13.73|34.28|14.8|180.96|204.11|22.23|18.06|25.02|14.85|31.99|20.54|23.63","28.09|24.11|14.28|367.35|31.73|23.26|17.16|42.85|18.5|226.2|255.14|27.79|22.58|31.28|18.56|39.99|29.66|29.54","26|22|13|343|30|22|16|40|17|211|238|26|21|29|17|37|26|28"
"2345","IBUPROFENO ARGININA","1155MG|3G|oral|solucao",4.99,31.93,18,"SPIDUFEN|SPIDUFEN","25.54|4.99","31.93|6.24","30|6"
"2346","IBUPROFENO ARGININA","770MG|3G|oral|solucao",14.75,21.3,19,"SPIDUFEN","14.75","21.3","19"
"2347","IBUPROFENO;ARGININA","1155MG|3G|oral|solucao",25.54,31.93,30,"SPIDUFEN","25.54","31.93","30"
"2348","IBUPROFENO;ARGININA","770MG|3G|oral|solucao",10.5,45,20,"SPIDUFEN|SPIDUFEN|SPIDUFEN","10.5|31.16|15.52","15.16|45|22.41","13|39|20"
"2349","ICODEXTRINA;LACTATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO","75MG/ML|oral|solucao",50.54,63.18,59,"EXTRANEAL|EXTRANEAL","50.54|50.54","63.18|63.18","59|59"
"2350","IDARUCIZUMABE","50MG/ML|injetavel|solucao",8387.19,11690.21,10412,"PRAXBIND","8387.19","11690.21","10412"
"2351","IDURSULFASE","2MG/ML|injetavel|solucao",6676.54,9641.72,8463,"ELAPRASE","6676.54","9641.72","8463"
"2352","IFOSFAMIDA","1G|1.5G|injetavel|po",113.49,141.86,132,"EVOLOX","113.49","141.86","132"
"2353","IFOSFAMIDA","1G|injetavel|solucao",135.37,1120.21,601.5,"IFOSFAMIDA|HOLOXANE","896.17|135.37","1120.21|169.21","1045|158"
"2354","IFOSFAMIDA","2G|injetavel|solucao",247.42,1975.38,1065.5,"IFOSFAMIDA|HOLOXANE","1580.3|247.42","1975.38|309.28","1843|288"
"2355","IFOSFAMIDA","500MG|injetavel|solucao",67.69,84.61,79,"HOLOXANE","67.69","84.61","79"
"2356","ILOPROSTA","10MCG/ML|oral|solucao",1022.91,1022.91,1023,"VENTAVIS","1022.91","1022.91","1023"
"2357","IMIGLUCERASE","400U|injetavel|po",4645.94,5807.43,5417,"CEREZYME","4645.94","5807.43","5417"
"2358","IMIPENÉM;CILASTATINA SÓDICA","500MG|500MG|injetavel|solucao",816.06,1065.64,994,"IMIPENEM + CILASTATINA SÓDICA|IMIPENEM + CILASTATINA|IMIPENEM + CILASTATINA","816.06|852.51|852.51","1020.08|1065.64|1065.64","951|994|994"
"2359","IMIQUIMODE","50MG/G|250MG|topico|pomada-creme-gel",72.19,180.43,126,"MODIK|MODIK","72.19|144.34","90.24|180.43","84|168"
"2360","IMIQUIMODE","50MG/ML|0.25G|topico|pomada-creme-gel",166.88,208.6,195,"IXIUM","166.88","208.6","195"
"2361","IMUNOGLOBULINA ANTI-D","750UI/ML|injetavel|solucao",199.39,249.24,232,"GAMA ANTI-D GRIFOLS","199.39","249.24","232"
"2362","IMUNOGLOBULINA ANTI-RÁBICA","200UI/ML|injetavel|solucao",1387.29,1553.77,1471,"SORO ANTI-RÁBICO","1387.29","1553.77","1471"
"2363","IMUNOGLOBULINA ANTI-RHO(D)","150MCG/ML|injetavel|solucao",194.07,242.59,226,"RHOPHYLAC","194.07","242.59","226"
"2364","IMUNOGLOBULINA ANTI-RHO(D)","300MCG|injetavel|solucao",174.11,217.64,203,"KAMRHO-D","174.11","217.64","203"
"2365","IMUNOGLOBULINA ANTITETÂNICA","250UI/ML|injetavel|solucao",43.72,72.56,59.5,"TETANOGAMMA|GAMA ANTI-TETANO GRIFOLS","43.72|58.05","54.65|72.56","51|68"
"2366","IMUNOGLOBULINA DE COELHO ANTI-TIMÓCITOS HUMANOS","25MG|injetavel|po",500.92,626.15,584,"THYMOGLOBULINE","500.92","626.15","584"
"2367","IMUNOGLOBULINA G","0.1G/ML|injetavel|solucao",753.28,11299.2,1757,"HYQVIA|HYQVIA|HYQVIA|HYQVIA|HYQVIA|ENDOBULIN KIOVIG|ENDOBULIN KIOVIG","753.28|1506.55|3013.12|6026.25|9039.36|853.76|1622.18","941.6|1883.19|3766.4|7532.81|11299.2|853.76|1622.18","878|1757|3513|7026|10539|854|1622"
"2368","IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA BOTULÍNICA TIPO B;IMUNOGLOBULINA HETERÓLOGA CONTRA TOXINA BOTULÍNICA TIPO A","ERRO|injetavel|solucao",9662.06,10821.51,10242,"SORO ANTIBOTULÍNICO AB","9662.06","10821.51","10242"
"2369","IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP","5MG/ML|injetavel|solucao",2163.66,2423.3,2293,"SORO ANTIBOTRÓPICO","2163.66","2423.3","2293"
"2370","IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE CROTALUS SP","1.5MG/ML|injetavel|solucao",2883.41,3229.42,3056,"SORO ANTICROTÁLICO","2883.41","3229.42","3056"
"2371","IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE CROTALUS SP;IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP","ERRO|injetavel|solucao",4770.67,5343.15,5057,"SORO ANTIBOTRÓPICO-CROTÁLICO","4770.67","5343.15","5057"
"2372","IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE LONOMIA OBLIQUA","0.35MG/ML|injetavel|solucao",3236.87,3625.29,3431,"SORO ANTILONÔMICO","3236.87","3625.29","3431"
"2373","IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE MICRURUS FRONTALIS","1.5MG/ML|injetavel|solucao",2089.56,2340.31,2215,"SORO ANTIELAPÍDICO","2089.56","2340.31","2215"
"2374","IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE PHONEUTRIA NIGRIVENTER;IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE LOXOSCELES GAUCHO;IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE TITYUS SERRULATUS","ERRO|injetavel|solucao",4375.54,4900.61,4638,"SORO ANTIARACNÍDICO (LOXOSCELES, PHONEUTRIA E TITYUS)","4375.54","4900.61","4638"
"2375","IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE TITYUS SERRULATUS","1MG/ML|injetavel|solucao",1456.26,1631.01,1544,"SORO ANTIESCORPIÔNICO","1456.26","1631.01","1544"
"2376","IMUNOGLOBULINA HUMANA","0.1G/ML|injetavel|solucao",707.42,3537.11,1415,"SANDOGLOBULINA|SANDOGLOBULINA|SANDOGLOBULINA","707.42|1414.84|2829.69","707.42|1414.84|3537.11","707|1415|3299"
"2377","IMUNOGLOBULINA HUMANA","100MG/ML|injetavel|solucao",1434.02,1434.02,1434,"OCTAGAM","1434.02","1434.02","1434"
"2378","IMUNOGLOBULINA HUMANA","200MG/ML|injetavel|solucao",281.91,1409.59,657,"HIZENTRA|HIZENTRA|HIZENTRA","281.91|563.85|1127.67","281.91|704.81|1409.59","282|657|1315"
"2379","IMUNOGLOBULINA HUMANA","20G|injetavel|solucao",6800.68,8500.85,7929,"FLEBOGAMMA","6800.68","8500.85","7929"
"2380","IMUNOGLOBULINA HUMANA","320MG|injetavel|solucao",101.85,127.31,119,"GAMAGLOBULINA IM GRIFOLS","101.85","127.31","119"
"2381","IMUNOGLOBULINA HUMANA","50MG/ML|injetavel|solucao",148.91,1489.17,1117,"PENTAGLOBIN|PENTAGLOBIN|PENTAGLOBIN|INTRATECT|IMUNOGLOBULIN|IMUNOGLOBULIN|OCTAGAM","148.91|744.57|1489.17|1116.85|699.39|1398.8|1178.69","148.91|744.57|1489.17|1116.85|699.39|1398.8|1178.69","149|745|1489|1117|699|1399|1179"
"2382","IMUNOGLOBULINA HUMANA","5G|injetavel|solucao",1700.14,1703.75,1700,"FLEBOGAMMA|FLEBOGAMMA|GAMUNEX","1700.14|1703.75|1700.15","1700.14|1703.75|1700.15","1700|1704|1700"
"2383","IMUNOGLOBULINA HUMANA ANTI-HEPATITE B","0.5G|injetavel|solucao",170.01,212.51,198,"FLEBOGAMMA","170.01","212.51","198"
"2384","IMUNOGLOBULINA HUMANA ANTI-HEPATITE B","1000UI|injetavel|solucao",1209.87,1512.34,1411,"GAMA ANTI-HEPATITE B GRIFOLS","1209.87","1512.34","1411"
"2385","IMUNOGLOBULINA HUMANA ANTI-HEPATITE B","100UI|injetavel|solucao",120.97,151.21,141,"GAMA ANTI-HEPATITE B GRIFOLS","120.97","151.21","141"
"2386","IMUNOGLOBULINA HUMANA ANTI-HEPATITE B","10G|injetavel|solucao",3400.32,4250.4,3965,"FLEBOGAMMA","3400.32","4250.4","3965"
"2387","IMUNOGLOBULINA HUMANA ANTI-HEPATITE B","2.5G|injetavel|solucao",849.9,1062.38,991,"FLEBOGAMMA","849.9","1062.38","991"
"2388","IMUNOGLOBULINA HUMANA ANTI-HEPATITE B","50UI/ML|oral|solucao",1471.64,1471.64,1472,"HEPATECT","1471.64","1471.64","1472"
"2389","INDAPAMIDA","1.5MG|oral|comprimido",13.99,55.45,23,"INDAPAMIDA|INDAPAMIDA|VASOTRILIX|INDAPAMIDA|INDAPEN SR|INDAPEN SR|INDAPAMIDA|INDAPAMIDA|NATRILIX|NATRILIX|NATRILIX|INDAPAMIDA|INDAPAMIDA|INDAFIX|INDAPAMIDA|PHARMIDA SR|INDAPAMIDA|INDATRAT SR","18.17|34.14|19.33|19.33|18.7|37.38|18.76|19.33|13.99|28|40.55|18.18|36.37|44.36|18.2|17.21|18.2|24.74","22.71|42.68|24.16|24.16|23.38|46.73|23.45|24.16|17.49|35|50.69|22.73|45.46|55.45|22.75|21.51|22.75|30.93","21|40|23|23|22|44|22|23|16|33|47|21|42|52|21|20|21|29"
"2390","INDAPAMIDA","2.5MG|oral|comprimido",14.61,35.86,25,"NATRILIX|NATRILIX","14.61|28.69","18.26|35.86","17|33"
"2391","INDOMETACINA","25MG|oral|comprimido",18.13,22.66,21,"INDOCID","18.13","22.66","21"
"2392","INDOMETACINA","50MG|oral|comprimido",25.73,32.16,30,"INDOCID","25.73","32.16","30"
"2393","INFLIXIMABE","10MG/ML|oral|po",2097.64,4602.7,3626,"BIO MANGUINHOS INFLIXIMABE|REMICADE|REMSIMA","3626.11|3682.16|2097.64","3626.11|4602.7|2097.64","3626|4293|2098"
"2394","INFLIXIMABE","10MG/ML|oral|solucao",3570.74,3570.74,3571,"XILFYA","3570.74","3570.74","3571"
"2395","INIBIDOR DE C1 ESTERASE DERIVADO DE PLASMA HUMANO","500UI|injetavel|solucao",1905.96,2752.44,2416,"BERINERT","1905.96","2752.44","2416"
"2396","INOTUZUMABE OZOGAMICINA","1MG|injetavel|solucao",45997.1,66425.25,58306,"BESPONSA","45997.1","66425.25","58306"
"2397","INSULINA ASPARTE","100U/ML|injetavel|solucao",31.44,263.99,200.5,"NOVORAPID|NOVORAPID|NOVORAPID|NOVORAPID|NOVOMIX 30|NOVOMIX 30","85.15|162.41|181.63|31.44|192.02|211.19","106.44|203.01|227.04|39.3|240.03|263.99","99|189|212|37|224|246"
"2398","INSULINA ASPARTE","100U|injetavel|solucao",31.44,196.56,122,"FIASP|FIASP|FIASP","31.44|104.83|157.25","39.3|131.04|196.56","37|122|183"
"2399","INSULINA DEGLUDECA","100U/ML|injetavel|solucao",96.17,694.58,610,"TRESIBA|TRESIBA|TRESIBA","480.97|96.17|480.94","694.58|138.88|694.53","610|122|610"
"2400","INSULINA DETEMIR","100U/ML|injetavel|solucao",66.49,427.81,377,"LEVEMIR|LEVEMIR|LEVEMIR","323.02|66.49|342.25","403.78|83.11|427.81","377|78|399"
"2401","INSULINA GLARGINA","100U/ML|injetavel|solucao",59.31,230.04,76,"LANTUS|LANTUS|LANTUS","59.31|184.03|65.52","74.14|230.04|81.9","69|215|76"
"2402","INSULINA GLARGINA","100UI/ML|80UI|injetavel|solucao",145.46,181.83,170,"BASAGLAR","145.46","181.83","170"
"2403","INSULINA GLARGINA","100UI/ML|injetavel|solucao",57.55,179.88,117.5,"BASAGLAR|BASAGLAR","57.55|143.9","71.94|179.88","67|168"
"2404","INSULINA GLARGINA","300U/ML|injetavel|solucao",142.25,177.81,166,"TOUJEO","142.25","177.81","166"
"2405","INSULINA GLARGINA;LIXISENATIDA","100U/ML|0.033MG/ML|injetavel|solucao",105.8,152.79,134,"SOLIQUA","105.8","152.79","134"
"2406","INSULINA GLARGINA;LIXISENATIDA","100U/ML|0.05MG/ML|injetavel|solucao",105.8,152.79,134,"SOLIQUA","105.8","152.79","134"
